date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-01-07,TikTok Ads,Search,Healthcare,UK,166711.0,13670.0,0.082,1.5,20505.0,592.0,34.64,43676.76,2.13
2024-09-18,Google Ads,Video,Healthcare,UAE,141501.0,6452.0,0.0456,2.97,19162.44,193.0,99.29,47970.13,2.5
2024-03-30,Google Ads,Video,Fintech,UAE,81303.0,4154.0,0.0511,1.95,8100.3,121.0,66.94,35667.19,4.4
2024-01-13,TikTok Ads,Shopping,SaaS,India,83871.0,6382.0,0.0761,1.05,6701.1,196.0,34.19,31406.57,4.69
2024-11-05,Meta Ads,Video,Healthcare,Germany,178013.0,1886.0,0.0106,1.14,2150.04,83.0,25.9,22320.49,10.38
2024-09-10,Meta Ads,Search,EdTech,India,160341.0,2228.0,0.0139,0.86,1916.08,70.0,27.37,6302.54,3.29
2024-06-15,Google Ads,Shopping,E-commerce,USA,138135.0,7721.0,0.0559,1.66,12816.86,112.0,114.44,4652.6,0.36
2024-10-09,Meta Ads,Display,E-commerce,Germany,72500.0,1341.0,0.0185,1.55,2078.55,30.0,69.29,5770.13,2.78
2024-01-28,TikTok Ads,Display,Healthcare,India,104626.0,9144.0,0.0874,1.1,10058.4,389.0,25.86,83739.39,8.33
2024-11-04,Google Ads,Shopping,Fintech,India,70107.0,4045.0,0.0577,2.72,11002.4,203.0,54.2,22267.98,2.02
2024-02-22,Meta Ads,Search,EdTech,USA,63952.0,1451.0,0.0227,2.24,3250.24,86.0,37.79,25126.44,7.73
2024-04-05,Meta Ads,Shopping,E-commerce,UK,43148.0,979.0,0.0227,1.11,1086.69,71.0,15.31,7719.69,7.1
2024-03-06,Google Ads,Shopping,SaaS,UAE,193326.0,12334.0,0.0638,1.28,15787.52,715.0,22.08,196162.94,12.43
2024-01-22,Meta Ads,Search,Fintech,USA,80507.0,2318.0,0.0288,0.71,1645.78,119.0,13.83,23887.12,14.51
2024-01-27,Meta Ads,Search,Fintech,Canada,128556.0,4910.0,0.0382,0.88,4320.8,55.0,78.56,10684.27,2.47
2024-08-10,Meta Ads,Search,Healthcare,UK,29055.0,912.0,0.0314,1.47,1340.64,41.0,32.7,6404.23,4.78
2024-04-03,Meta Ads,Video,SaaS,UAE,172517.0,3191.0,0.0185,1.81,5775.71,96.0,60.16,13225.69,2.29
2024-01-18,Meta Ads,Video,Fintech,Canada,84712.0,1473.0,0.0174,2.27,3343.71,74.0,45.19,3310.43,0.99
2024-12-02,Google Ads,Video,Fintech,India,115760.0,2558.0,0.0221,3.19,8160.02,164.0,49.76,37092.55,4.55
2024-04-16,Google Ads,Search,Fintech,Germany,187831.0,7306.0,0.0389,1.37,10009.22,321.0,31.18,91963.37,9.19
2024-01-18,Meta Ads,Video,Fintech,UK,72278.0,2421.0,0.0335,1.29,3123.09,26.0,120.12,5625.44,1.8
2024-10-21,Google Ads,Search,EdTech,USA,121107.0,3148.0,0.026,2.39,7523.72,243.0,30.96,33241.31,4.42
2024-08-19,Google Ads,Shopping,Fintech,India,112930.0,2427.0,0.0215,0.95,2305.65,53.0,43.5,10549.62,4.58
2024-12-14,Google Ads,Video,SaaS,Canada,94767.0,4662.0,0.0492,2.9,13519.8,136.0,99.41,33757.52,2.5
2024-10-28,TikTok Ads,Display,E-commerce,India,189933.0,13295.0,0.07,1.03,13693.85,284.0,48.22,45485.98,3.32
2024-09-21,Meta Ads,Shopping,Fintech,Canada,17281.0,793.0,0.0459,1.18,935.74,46.0,20.34,12594.97,13.46
2024-03-11,Google Ads,Video,Fintech,UK,41388.0,964.0,0.0233,3.04,2930.56,72.0,40.7,19679.4,6.72
2024-11-09,Google Ads,Shopping,EdTech,USA,52083.0,2781.0,0.0534,2.64,7341.84,160.0,45.89,39686.47,5.41
2024-12-02,Google Ads,Video,E-commerce,UAE,110109.0,2378.0,0.0216,3.19,7585.82,41.0,185.02,6931.99,0.91
2024-07-26,TikTok Ads,Display,Fintech,Canada,73743.0,1991.0,0.027,1.77,3524.07,155.0,22.74,29721.14,8.43
2024-07-28,Google Ads,Shopping,Healthcare,Australia,79189.0,4315.0,0.0545,0.92,3969.8,197.0,20.15,21995.7,5.54
2024-12-13,Meta Ads,Search,Fintech,USA,179943.0,4174.0,0.0232,2.2,9182.8,289.0,31.77,32129.87,3.5
2024-03-08,Google Ads,Search,E-commerce,Canada,22414.0,472.0,0.0211,2.51,1184.72,34.0,34.84,7160.99,6.04
2024-11-07,Meta Ads,Video,SaaS,Australia,107299.0,2585.0,0.0241,1.32,3412.2,110.0,31.02,23820.26,6.98
2024-04-03,TikTok Ads,Shopping,SaaS,Australia,68815.0,3172.0,0.0461,0.79,2505.88,76.0,32.97,2602.57,1.04
2024-10-24,Google Ads,Display,EdTech,Germany,164457.0,8321.0,0.0506,1.76,14644.96,610.0,24.01,27104.12,1.85
2024-11-17,Google Ads,Display,E-commerce,India,105477.0,6391.0,0.0606,1.84,11759.44,116.0,101.37,17001.07,1.45
2024-12-05,Google Ads,Video,Fintech,UK,160816.0,9745.0,0.0606,1.22,11888.9,553.0,21.5,62922.41,5.29
2024-09-02,Google Ads,Display,Healthcare,UK,23904.0,609.0,0.0255,1.66,1010.94,35.0,28.88,7211.31,7.13
2024-12-30,Meta Ads,Display,SaaS,USA,60448.0,1493.0,0.0247,2.29,3418.97,89.0,38.42,24577.78,7.19
2024-08-24,TikTok Ads,Video,Fintech,UAE,138332.0,9558.0,0.0691,0.35,3345.3,195.0,17.16,26087.06,7.8
2024-03-12,Google Ads,Video,SaaS,India,112399.0,3585.0,0.0319,3.11,11149.35,91.0,122.52,20140.14,1.81
2024-02-16,Google Ads,Video,E-commerce,Germany,180069.0,5780.0,0.0321,1.47,8496.6,272.0,31.24,74348.97,8.75
2024-09-27,Meta Ads,Shopping,Fintech,USA,155354.0,3371.0,0.0217,1.27,4281.17,100.0,42.81,7916.95,1.85
2024-05-15,Meta Ads,Shopping,Fintech,UAE,163564.0,1946.0,0.0119,0.66,1284.36,72.0,17.84,6787.22,5.28
2024-01-11,TikTok Ads,Display,Fintech,UK,146587.0,5995.0,0.0409,1.52,9112.4,161.0,56.6,27684.26,3.04
2024-03-29,Google Ads,Display,Healthcare,USA,79843.0,2427.0,0.0304,1.43,3470.61,127.0,27.33,27833.99,8.02
2024-10-11,Meta Ads,Video,SaaS,Canada,128245.0,2949.0,0.023,1.59,4688.91,85.0,55.16,8616.72,1.84
2024-09-26,Google Ads,Shopping,Fintech,Australia,161252.0,8046.0,0.0499,3.05,24540.3,550.0,44.62,130994.6,5.34
2024-01-24,TikTok Ads,Shopping,SaaS,Germany,107262.0,5127.0,0.0478,1.24,6357.48,343.0,18.53,93405.13,14.69
2024-05-24,Meta Ads,Video,SaaS,Germany,22139.0,458.0,0.0207,0.43,196.94,8.0,24.62,2367.39,12.02
2024-04-17,Meta Ads,Shopping,SaaS,India,30618.0,719.0,0.0235,1.27,913.13,40.0,22.83,6289.61,6.89
2024-12-12,Google Ads,Search,Healthcare,Canada,78606.0,3914.0,0.0498,1.23,4814.22,88.0,54.71,6101.96,1.27
2024-02-22,Google Ads,Display,SaaS,Germany,31885.0,1613.0,0.0506,1.01,1629.13,67.0,24.32,19023.45,11.68
2024-08-18,TikTok Ads,Shopping,EdTech,Canada,11713.0,334.0,0.0286,1.46,487.64,13.0,37.51,2344.33,4.81
2024-04-04,Meta Ads,Shopping,E-commerce,UK,26637.0,479.0,0.018,0.83,397.57,35.0,11.36,1488.52,3.74
2024-07-30,Google Ads,Display,EdTech,India,44387.0,1886.0,0.0425,2.81,5299.66,112.0,47.32,16115.2,3.04
2024-01-03,Meta Ads,Search,E-commerce,UK,91392.0,2705.0,0.0296,2.04,5518.2,87.0,63.43,12147.08,2.2
2024-09-24,TikTok Ads,Search,EdTech,UK,31727.0,2233.0,0.0704,0.46,1027.18,74.0,13.88,9946.57,9.68
2024-08-23,Meta Ads,Shopping,SaaS,Germany,154676.0,1624.0,0.0105,1.69,2744.56,26.0,105.56,1813.36,0.66
2024-08-14,Meta Ads,Shopping,E-commerce,UK,122710.0,5129.0,0.0418,1.02,5231.58,157.0,33.32,24344.87,4.65
2024-12-22,TikTok Ads,Search,EdTech,Canada,194117.0,16422.0,0.0846,1.33,21841.26,1133.0,19.28,121361.12,5.56
2024-02-03,TikTok Ads,Shopping,Healthcare,Australia,23043.0,1534.0,0.0666,1.36,2086.24,119.0,17.53,6284.67,3.01
2024-02-23,Google Ads,Search,Fintech,USA,21198.0,703.0,0.0332,1.96,1377.88,28.0,49.21,6226.83,4.52
2024-06-20,Meta Ads,Display,Healthcare,India,132208.0,3133.0,0.0237,1.57,4918.81,183.0,26.88,53669.78,10.91
2024-02-16,Meta Ads,Shopping,Fintech,India,19040.0,784.0,0.0412,1.93,1513.12,39.0,38.8,5591.9,3.7
2024-03-15,Google Ads,Display,Healthcare,India,157270.0,5535.0,0.0352,1.0,5535.0,356.0,15.55,86412.59,15.61
2024-01-07,Google Ads,Video,E-commerce,UK,33433.0,1698.0,0.0508,2.93,4975.14,60.0,82.92,4216.81,0.85
2024-03-27,Meta Ads,Video,Fintech,Germany,94786.0,2682.0,0.0283,1.5,4023.0,155.0,25.95,6510.51,1.62
2024-04-25,Meta Ads,Display,E-commerce,Australia,144895.0,2158.0,0.0149,1.92,4143.36,151.0,27.44,25541.81,6.16
2024-12-10,Meta Ads,Display,Fintech,Germany,57996.0,1705.0,0.0294,2.04,3478.2,127.0,27.39,26935.06,7.74
2024-09-02,Google Ads,Shopping,Healthcare,Canada,154631.0,4793.0,0.031,3.14,15050.02,155.0,97.1,15403.3,1.02
2024-02-28,Meta Ads,Video,SaaS,Germany,56209.0,1405.0,0.025,2.39,3357.95,94.0,35.72,20195.05,6.01
2024-07-06,TikTok Ads,Video,SaaS,Canada,187411.0,15667.0,0.0836,0.43,6736.81,996.0,6.76,51799.95,7.69
2024-09-10,Google Ads,Video,Fintech,India,46583.0,2319.0,0.0498,2.76,6400.44,50.0,128.01,11413.39,1.78
2024-03-09,Meta Ads,Display,E-commerce,Canada,17438.0,371.0,0.0213,1.63,604.73,19.0,31.83,902.7,1.49
2024-03-11,Google Ads,Video,SaaS,UAE,122784.0,6237.0,0.0508,2.69,16777.53,134.0,125.21,15407.61,0.92
2024-09-08,Meta Ads,Shopping,EdTech,Germany,151730.0,2063.0,0.0136,0.74,1526.62,32.0,47.71,6146.93,4.03
2024-08-20,Google Ads,Search,Fintech,India,83498.0,3531.0,0.0423,1.03,3636.93,234.0,15.54,36561.1,10.05
2024-10-21,TikTok Ads,Shopping,Fintech,UK,194060.0,11721.0,0.0604,1.73,20277.33,504.0,40.23,76238.77,3.76
2024-03-17,Google Ads,Shopping,E-commerce,Germany,30118.0,951.0,0.0316,3.28,3119.28,30.0,103.98,2408.76,0.77
2024-03-05,Meta Ads,Search,Healthcare,USA,88904.0,1724.0,0.0194,1.0,1724.0,59.0,29.22,8894.16,5.16
2024-12-18,Google Ads,Display,Healthcare,Australia,119911.0,4592.0,0.0383,2.83,12995.36,163.0,79.73,24856.01,1.91
2024-05-22,Meta Ads,Search,EdTech,UK,184702.0,5134.0,0.0278,2.01,10319.34,70.0,147.42,16883.49,1.64
2024-04-11,Meta Ads,Video,Fintech,USA,5209.0,198.0,0.0381,0.7,138.6,3.0,46.2,490.6,3.54
2024-06-19,Meta Ads,Display,E-commerce,India,88717.0,816.0,0.0092,1.87,1525.92,46.0,33.17,4879.02,3.2
2024-08-06,Google Ads,Shopping,E-commerce,India,146788.0,6003.0,0.0409,2.42,14527.26,476.0,30.52,104420.05,7.19
2024-01-30,Google Ads,Video,SaaS,Australia,89052.0,2591.0,0.0291,3.66,9483.06,190.0,49.91,12653.72,1.33
2024-10-29,Google Ads,Shopping,E-commerce,Germany,46971.0,2437.0,0.0519,2.04,4971.48,141.0,35.26,14817.7,2.98
2024-09-26,Meta Ads,Shopping,E-commerce,UK,185419.0,7750.0,0.0418,1.38,10695.0,400.0,26.74,13470.33,1.26
2024-06-27,Google Ads,Display,EdTech,UAE,36391.0,1684.0,0.0463,3.59,6045.56,18.0,335.86,4868.51,0.81
2024-04-03,Google Ads,Display,EdTech,India,169575.0,3730.0,0.022,2.71,10108.3,284.0,35.59,8952.89,0.89
2024-07-24,Google Ads,Video,E-commerce,UK,146656.0,5719.0,0.039,1.75,10008.25,357.0,28.03,62250.35,6.22
2024-05-25,Google Ads,Display,Fintech,Germany,116972.0,6269.0,0.0536,2.83,17741.27,83.0,213.75,8852.61,0.5
2024-11-17,Meta Ads,Search,SaaS,Canada,45664.0,516.0,0.0113,1.67,861.72,34.0,25.34,7132.56,8.28
2024-12-15,Meta Ads,Shopping,SaaS,UK,125759.0,2804.0,0.0223,1.75,4907.0,164.0,29.92,46752.65,9.53
2024-03-24,Google Ads,Shopping,EdTech,UAE,26529.0,1106.0,0.0417,1.78,1968.68,78.0,25.24,2995.39,1.52
2024-12-13,TikTok Ads,Shopping,EdTech,India,114863.0,5766.0,0.0502,1.63,9398.58,89.0,105.6,22499.92,2.39
2024-10-24,Meta Ads,Display,Healthcare,USA,171353.0,5534.0,0.0323,1.86,10293.24,221.0,46.58,52725.19,5.12
2024-12-22,Meta Ads,Shopping,EdTech,UK,49522.0,1554.0,0.0314,1.71,2657.34,23.0,115.54,1909.73,0.72
2024-05-03,Google Ads,Search,Healthcare,India,136135.0,7936.0,0.0583,1.36,10792.96,406.0,26.58,40442.85,3.75
2024-05-11,Meta Ads,Video,Healthcare,UK,172108.0,6109.0,0.0355,2.28,13928.52,435.0,32.02,13163.33,0.95
2024-10-24,TikTok Ads,Video,EdTech,India,193151.0,12168.0,0.063,1.13,13749.84,612.0,22.47,109401.0,7.96
2024-06-21,TikTok Ads,Display,EdTech,Canada,102519.0,4285.0,0.0418,1.2,5142.0,137.0,37.53,26733.75,5.2
2024-09-06,Google Ads,Shopping,Healthcare,Germany,36092.0,1050.0,0.0291,3.68,3864.0,34.0,113.65,1685.69,0.44
2024-09-01,TikTok Ads,Video,EdTech,Australia,6628.0,261.0,0.0395,1.28,334.08,11.0,30.37,2224.48,6.66
2024-03-23,Meta Ads,Video,SaaS,UK,28593.0,694.0,0.0243,1.58,1096.52,7.0,156.65,2098.0,1.91
2024-06-03,Meta Ads,Search,EdTech,Germany,186845.0,4204.0,0.0225,1.81,7609.24,275.0,27.67,24004.25,3.15
2024-08-14,Meta Ads,Search,Fintech,USA,25930.0,609.0,0.0235,0.55,334.95,7.0,47.85,509.29,1.52
2024-10-26,Google Ads,Display,Fintech,UAE,114914.0,3803.0,0.0331,2.69,10230.07,224.0,45.67,67007.76,6.55
2024-09-27,Google Ads,Display,EdTech,Australia,34652.0,866.0,0.025,1.57,1359.62,43.0,31.62,2728.57,2.01
2024-02-21,Google Ads,Display,EdTech,India,136585.0,5668.0,0.0415,2.89,16380.52,120.0,136.5,20065.19,1.22
2024-11-23,Google Ads,Display,Healthcare,Canada,192822.0,6228.0,0.0323,3.35,20863.8,87.0,239.81,18207.05,0.87
2024-12-30,Google Ads,Search,Healthcare,UK,63738.0,1306.0,0.0205,0.93,1214.58,87.0,13.96,16951.52,13.96
2024-02-28,Google Ads,Search,Fintech,India,28267.0,1769.0,0.0626,2.59,4581.71,33.0,138.84,1968.12,0.43
2024-04-04,Meta Ads,Display,Fintech,Australia,42606.0,1495.0,0.0351,0.77,1151.15,96.0,11.99,14890.27,12.94
2024-01-22,TikTok Ads,Display,Healthcare,Canada,120409.0,8356.0,0.0694,0.96,8021.76,663.0,12.1,50787.7,6.33
2024-05-04,TikTok Ads,Display,EdTech,Germany,120210.0,6455.0,0.0537,1.78,11489.9,289.0,39.76,23286.47,2.03
2024-08-07,Meta Ads,Search,Healthcare,UAE,96360.0,3247.0,0.0337,0.43,1396.21,211.0,6.62,50567.51,36.22
2024-04-22,TikTok Ads,Shopping,EdTech,Canada,186006.0,9002.0,0.0484,1.52,13683.04,266.0,51.44,31194.26,2.28
2024-10-14,Google Ads,Shopping,E-commerce,Germany,34036.0,2086.0,0.0613,3.45,7196.7,110.0,65.42,21503.08,2.99
2024-02-10,TikTok Ads,Shopping,SaaS,USA,116709.0,6640.0,0.0569,1.97,13080.8,304.0,43.03,83458.18,6.38
2024-06-05,Meta Ads,Shopping,EdTech,UK,98276.0,2368.0,0.0241,1.41,3338.88,115.0,29.03,21637.86,6.48
2024-09-19,Google Ads,Shopping,EdTech,UK,162353.0,3977.0,0.0245,1.45,5766.65,57.0,101.17,15175.48,2.63
2024-12-05,Meta Ads,Search,SaaS,UK,129790.0,5697.0,0.0439,0.52,2962.44,223.0,13.28,58627.34,19.79
2024-12-18,Google Ads,Video,Healthcare,India,184982.0,4772.0,0.0258,3.08,14697.76,141.0,104.24,26098.46,1.78
2024-08-16,Google Ads,Search,Fintech,UK,166673.0,4733.0,0.0284,0.84,3975.72,336.0,11.83,98987.51,24.9
2024-06-05,Google Ads,Video,EdTech,UAE,109148.0,3951.0,0.0362,1.79,7072.29,249.0,28.4,56329.34,7.96
2024-12-26,Google Ads,Video,EdTech,USA,173700.0,7208.0,0.0415,2.29,16506.32,178.0,92.73,32171.36,1.95
2024-04-27,Meta Ads,Video,EdTech,UAE,173001.0,3477.0,0.0201,0.95,3303.15,51.0,64.77,11186.61,3.39
2024-01-29,Meta Ads,Search,Fintech,UK,56534.0,1079.0,0.0191,0.6,647.4,27.0,23.98,4508.39,6.96
2024-12-15,Google Ads,Search,Healthcare,Australia,58520.0,3604.0,0.0616,1.48,5333.92,265.0,20.13,78186.23,14.66
2024-09-10,Google Ads,Video,Healthcare,Canada,111071.0,2865.0,0.0258,2.83,8107.95,39.0,207.9,8971.28,1.11
2024-04-08,Google Ads,Shopping,SaaS,India,153750.0,4920.0,0.032,2.98,14661.6,117.0,125.31,30000.6,2.05
2024-05-02,Meta Ads,Display,SaaS,USA,108717.0,1435.0,0.0132,1.75,2511.25,108.0,23.25,22074.54,8.79
2024-06-13,Google Ads,Shopping,E-commerce,India,141455.0,2673.0,0.0189,2.82,7537.86,122.0,61.79,19810.32,2.63
2024-12-04,Meta Ads,Search,Healthcare,USA,158742.0,5778.0,0.0364,2.17,12538.26,388.0,32.32,68610.11,5.47
2024-04-26,Meta Ads,Search,E-commerce,Germany,26845.0,528.0,0.0197,2.08,1098.24,11.0,99.84,1590.52,1.45
2024-10-05,Google Ads,Video,Fintech,USA,92332.0,5336.0,0.0578,0.94,5015.84,213.0,23.55,39347.29,7.84
2024-09-05,Google Ads,Search,E-commerce,India,90953.0,4365.0,0.048,3.04,13269.6,73.0,181.78,19836.75,1.49
2024-09-26,Meta Ads,Shopping,SaaS,Canada,15047.0,368.0,0.0245,1.06,390.08,27.0,14.45,6244.19,16.01
2024-04-12,Google Ads,Search,Healthcare,UAE,57632.0,1256.0,0.0218,1.75,2198.0,20.0,109.9,1647.61,0.75
2024-10-28,TikTok Ads,Shopping,EdTech,UAE,193568.0,12659.0,0.0654,1.24,15697.16,366.0,42.89,17585.84,1.12
2024-05-21,Google Ads,Video,SaaS,Germany,30343.0,743.0,0.0245,3.05,2266.15,39.0,58.11,7450.31,3.29
2024-08-23,Meta Ads,Display,SaaS,Germany,6903.0,225.0,0.0326,1.92,432.0,7.0,61.71,513.46,1.19
2024-02-18,TikTok Ads,Display,SaaS,USA,194291.0,9248.0,0.0476,1.08,9987.84,669.0,14.93,34771.85,3.48
2024-08-09,Meta Ads,Shopping,Healthcare,India,25704.0,616.0,0.024,1.0,616.0,18.0,34.22,2381.36,3.87
2024-05-31,Google Ads,Display,Healthcare,Germany,18696.0,327.0,0.0175,2.61,853.47,8.0,106.68,1284.99,1.51
2024-02-16,Meta Ads,Video,EdTech,UK,165408.0,1670.0,0.0101,1.3,2171.0,80.0,27.14,9561.0,4.4
2024-04-14,Google Ads,Search,E-commerce,Australia,191372.0,11711.0,0.0612,2.48,29043.28,335.0,86.7,75028.42,2.58
2024-09-06,Meta Ads,Display,EdTech,USA,71247.0,1888.0,0.0265,0.47,887.36,57.0,15.57,9045.86,10.19
2024-04-11,TikTok Ads,Search,Fintech,UAE,132294.0,7527.0,0.0569,0.9,6774.3,262.0,25.86,50030.33,7.39
2024-12-29,TikTok Ads,Display,E-commerce,Germany,66086.0,3317.0,0.0502,0.33,1094.61,206.0,5.31,51119.73,46.7
2024-12-23,Google Ads,Search,Healthcare,UK,186232.0,9292.0,0.0499,2.4,22300.8,265.0,84.15,67766.02,3.04
2024-11-01,TikTok Ads,Shopping,Healthcare,India,145225.0,5562.0,0.0383,0.84,4672.08,378.0,12.36,102053.93,21.84
2024-05-27,Google Ads,Search,SaaS,Germany,15470.0,529.0,0.0342,1.2,634.8,5.0,126.96,1223.76,1.93
2024-04-05,Google Ads,Display,Healthcare,Australia,91814.0,2607.0,0.0284,2.48,6465.36,129.0,50.12,25405.84,3.93
2024-03-24,Google Ads,Display,EdTech,Australia,96087.0,3238.0,0.0337,3.04,9843.52,45.0,218.74,7783.0,0.79
2024-03-12,Google Ads,Shopping,Fintech,Germany,92943.0,5037.0,0.0542,2.26,11383.62,232.0,49.07,64994.16,5.71
2024-04-10,Meta Ads,Display,SaaS,India,36411.0,873.0,0.024,2.03,1772.19,47.0,37.71,13565.96,7.65
2024-08-17,Meta Ads,Video,EdTech,USA,145170.0,4688.0,0.0323,1.75,8204.0,106.0,77.4,30413.14,3.71
2024-03-25,Google Ads,Video,E-commerce,Germany,146428.0,2796.0,0.0191,2.24,6263.04,164.0,38.19,33829.22,5.4
2024-08-28,Google Ads,Search,Fintech,Germany,151772.0,6237.0,0.0411,1.02,6361.74,302.0,21.07,77929.21,12.25
2024-01-19,TikTok Ads,Search,E-commerce,USA,179561.0,8600.0,0.0479,1.44,12384.0,212.0,58.42,34386.07,2.78
2024-09-11,Google Ads,Search,EdTech,UAE,100381.0,5691.0,0.0567,0.83,4723.53,321.0,14.72,58283.85,12.34
2024-12-23,TikTok Ads,Display,E-commerce,India,180552.0,6030.0,0.0334,1.7,10251.0,383.0,26.77,23539.41,2.3
2024-07-03,TikTok Ads,Display,EdTech,USA,163328.0,4981.0,0.0305,1.21,6027.01,142.0,42.44,21158.33,3.51
2024-06-03,TikTok Ads,Display,EdTech,USA,93635.0,4363.0,0.0466,1.36,5933.68,117.0,50.72,29999.39,5.06
2024-12-29,Google Ads,Display,SaaS,UAE,133526.0,4633.0,0.0347,3.07,14223.31,340.0,41.83,62193.85,4.37
2024-02-06,TikTok Ads,Video,E-commerce,Canada,48475.0,3160.0,0.0652,0.76,2401.6,124.0,19.37,19990.89,8.32
2024-11-13,TikTok Ads,Video,Fintech,India,195722.0,12624.0,0.0645,2.01,25374.24,755.0,33.61,129016.77,5.08
2024-05-04,Google Ads,Search,Healthcare,UK,106277.0,6961.0,0.0655,2.96,20604.56,180.0,114.47,42397.44,2.06
2024-01-22,Google Ads,Shopping,Fintech,Australia,153953.0,5095.0,0.0331,2.86,14571.7,110.0,132.47,30634.7,2.1
2024-09-07,Meta Ads,Video,Healthcare,Germany,142135.0,2387.0,0.0168,1.92,4583.04,98.0,46.77,25385.35,5.54
2024-11-25,Google Ads,Shopping,EdTech,Canada,107891.0,3733.0,0.0346,2.31,8623.23,148.0,58.27,15202.91,1.76
2024-03-20,TikTok Ads,Video,SaaS,USA,191380.0,8171.0,0.0427,0.5,4085.5,572.0,7.14,155778.92,38.13
2024-08-11,Meta Ads,Search,Healthcare,UK,123372.0,3355.0,0.0272,2.3,7716.5,224.0,34.45,57352.38,7.43
2024-12-24,Google Ads,Search,E-commerce,UAE,104464.0,4314.0,0.0413,2.26,9749.64,82.0,118.9,10226.11,1.05
2024-06-03,Google Ads,Video,SaaS,UK,113502.0,2235.0,0.0197,1.21,2704.35,34.0,79.54,6126.9,2.27
2024-09-09,Google Ads,Shopping,Healthcare,Australia,95196.0,3170.0,0.0333,1.05,3328.5,170.0,19.58,13047.52,3.92
2024-01-27,Google Ads,Display,Healthcare,UK,86362.0,2547.0,0.0295,1.41,3591.27,164.0,21.9,33307.3,9.27
2024-06-28,Google Ads,Search,E-commerce,USA,78532.0,4735.0,0.0603,2.82,13352.7,310.0,43.07,45765.16,3.43
2024-03-19,Google Ads,Shopping,Healthcare,Canada,184081.0,5135.0,0.0279,2.18,11194.3,96.0,116.61,24545.05,2.19
2024-01-28,Meta Ads,Display,Healthcare,Canada,93966.0,2104.0,0.0224,0.97,2040.88,157.0,13.0,6975.9,3.42
2024-07-23,Google Ads,Video,SaaS,UAE,28667.0,1338.0,0.0467,2.9,3880.2,24.0,161.67,3421.56,0.88
2024-01-21,Google Ads,Display,Healthcare,Australia,154239.0,7465.0,0.0484,3.2,23888.0,484.0,49.36,25632.04,1.07
2024-04-05,Meta Ads,Video,Fintech,UAE,103576.0,1263.0,0.0122,0.47,593.61,22.0,26.98,5190.25,8.74
2024-09-25,TikTok Ads,Video,EdTech,India,111154.0,5124.0,0.0461,0.89,4560.36,368.0,12.39,82164.4,18.02
2024-10-28,Google Ads,Search,E-commerce,USA,104456.0,6403.0,0.0613,2.11,13510.33,440.0,30.71,111130.68,8.23
2024-10-12,Meta Ads,Display,SaaS,UAE,173307.0,3292.0,0.019,1.03,3390.76,74.0,45.82,21574.44,6.36
2024-03-10,Google Ads,Display,Fintech,Australia,197459.0,5667.0,0.0287,3.56,20174.52,105.0,192.14,17723.39,0.88
2024-09-01,TikTok Ads,Video,EdTech,UK,154676.0,5970.0,0.0386,1.09,6507.3,107.0,60.82,14099.39,2.17
2024-04-24,Meta Ads,Video,Fintech,India,138528.0,3698.0,0.0267,2.27,8394.46,264.0,31.8,34788.99,4.14
2024-08-01,Google Ads,Display,SaaS,Canada,188490.0,6879.0,0.0365,2.84,19536.36,279.0,70.02,18268.77,0.94
2024-09-21,TikTok Ads,Display,SaaS,USA,155929.0,6408.0,0.0411,0.97,6215.76,481.0,12.92,51123.92,8.22
2024-05-31,Google Ads,Display,EdTech,Canada,177220.0,4607.0,0.026,2.32,10688.24,114.0,93.76,9297.03,0.87
2024-10-10,Meta Ads,Video,E-commerce,Canada,188552.0,6373.0,0.0338,0.65,4142.45,129.0,32.11,8973.49,2.17
2024-09-15,Google Ads,Video,E-commerce,Canada,136460.0,4462.0,0.0327,0.88,3926.56,322.0,12.19,59937.98,15.26
2024-10-07,TikTok Ads,Display,Healthcare,Canada,124614.0,4573.0,0.0367,0.29,1326.17,240.0,5.53,46988.2,35.43
2024-04-15,Meta Ads,Video,SaaS,India,28359.0,612.0,0.0216,0.75,459.0,30.0,15.3,6591.07,14.36
2024-06-28,Meta Ads,Search,E-commerce,USA,81759.0,1316.0,0.0161,0.9,1184.4,46.0,25.75,6171.89,5.21
2024-04-05,Meta Ads,Video,E-commerce,Germany,131230.0,2139.0,0.0163,2.23,4769.97,105.0,45.43,24738.73,5.19
2024-06-01,TikTok Ads,Search,E-commerce,Canada,49659.0,2413.0,0.0486,1.45,3498.85,191.0,18.32,38157.72,10.91
2024-02-07,TikTok Ads,Display,Fintech,Germany,103029.0,6830.0,0.0663,0.52,3551.6,148.0,24.0,14545.74,4.1
2024-06-01,TikTok Ads,Shopping,Healthcare,Canada,52368.0,3351.0,0.064,0.61,2044.11,117.0,17.47,12829.28,6.28
2024-06-15,TikTok Ads,Video,EdTech,Canada,144585.0,8357.0,0.0578,0.52,4345.64,412.0,10.55,78373.31,18.03
2024-03-22,TikTok Ads,Shopping,Fintech,UK,40308.0,3853.0,0.0956,1.09,4199.77,291.0,14.43,33059.93,7.87
2024-08-08,TikTok Ads,Search,E-commerce,Germany,43635.0,2469.0,0.0566,1.21,2987.49,133.0,22.46,19667.27,6.58
2024-08-08,Meta Ads,Search,EdTech,India,164074.0,6152.0,0.0375,0.95,5844.4,360.0,16.23,47241.24,8.08
