date,country,is_public_holiday,shopping_season,season_intensity,is_shopping_season,major_event,is_major_event,days_to_next_holiday,day_of_week,is_weekend,month,quarter,is_month_start,is_month_end
2022-04-30,USA,0,,0,0,,0,27.0,5,1,4,2,0,1
2022-04-30,UK,0,,0,0,,0,6.0,5,1,4,2,0,1
2022-04-30,Germany,0,,0,0,,0,1.0,5,1,4,2,0,1
2022-04-30,Canada,0,,0,0,,0,62.0,5,1,4,2,0,1
2022-04-30,India,0,,0,0,,0,107.0,5,1,4,2,0,1
2022-04-30,UAE,0,,0,0,,0,216.0,5,1,4,2,0,1
2022-04-30,Australia,0,,0,0,,0,239.0,5,1,4,2,0,1
2022-05-01,USA,0,,0,0,,0,26.0,6,1,5,2,1,0
2022-05-01,UK,0,,0,0,,0,5.0,6,1,5,2,1,0
2022-05-01,Germany,1,,0,0,,0,155.0,6,1,5,2,1,0
2022-05-01,Canada,0,,0,0,,0,61.0,6,1,5,2,1,0
2022-05-01,India,0,,0,0,,0,106.0,6,1,5,2,1,0
2022-05-01,UAE,0,,0,0,,0,215.0,6,1,5,2,1,0
2022-05-01,Australia,0,,0,0,,0,238.0,6,1,5,2,1,0
2022-05-02,USA,0,,0,0,,0,25.0,0,0,5,2,1,0
2022-05-02,UK,0,,0,0,,0,4.0,0,0,5,2,1,0
2022-05-02,Germany,0,,0,0,,0,154.0,0,0,5,2,1,0
2022-05-02,Canada,0,,0,0,,0,60.0,0,0,5,2,1,0
2022-05-02,India,0,,0,0,,0,105.0,0,0,5,2,1,0
2022-05-02,UAE,0,,0,0,,0,214.0,0,0,5,2,1,0
2022-05-02,Australia,0,,0,0,,0,237.0,0,0,5,2,1,0
2022-05-03,USA,0,,0,0,,0,24.0,1,0,5,2,1,0
2022-05-03,UK,0,,0,0,,0,3.0,1,0,5,2,1,0
2022-05-03,Germany,0,,0,0,,0,153.0,1,0,5,2,1,0
2022-05-03,Canada,0,,0,0,,0,59.0,1,0,5,2,1,0
2022-05-03,India,0,,0,0,,0,104.0,1,0,5,2,1,0
2022-05-03,UAE,0,,0,0,,0,213.0,1,0,5,2,1,0
2022-05-03,Australia,0,,0,0,,0,236.0,1,0,5,2,1,0
2022-05-04,USA,0,,0,0,,0,23.0,2,0,5,2,0,0
2022-05-04,UK,0,,0,0,,0,2.0,2,0,5,2,0,0
2022-05-04,Germany,0,,0,0,,0,152.0,2,0,5,2,0,0
2022-05-04,Canada,0,,0,0,,0,58.0,2,0,5,2,0,0
2022-05-04,India,0,,0,0,,0,103.0,2,0,5,2,0,0
2022-05-04,UAE,0,,0,0,,0,212.0,2,0,5,2,0,0
2022-05-04,Australia,0,,0,0,,0,235.0,2,0,5,2,0,0
2022-05-05,USA,0,,0,0,,0,22.0,3,0,5,2,0,0
2022-05-05,UK,0,,0,0,,0,1.0,3,0,5,2,0,0
2022-05-05,Germany,0,,0,0,,0,151.0,3,0,5,2,0,0
2022-05-05,Canada,0,,0,0,,0,57.0,3,0,5,2,0,0
2022-05-05,India,0,,0,0,,0,102.0,3,0,5,2,0,0
2022-05-05,UAE,0,,0,0,,0,211.0,3,0,5,2,0,0
2022-05-05,Australia,0,,0,0,,0,234.0,3,0,5,2,0,0
2022-05-06,USA,0,,0,0,,0,21.0,4,0,5,2,0,0
2022-05-06,UK,1,,0,0,,0,21.0,4,0,5,2,0,0
2022-05-06,Germany,0,,0,0,,0,150.0,4,0,5,2,0,0
2022-05-06,Canada,0,,0,0,,0,56.0,4,0,5,2,0,0
2022-05-06,India,0,,0,0,,0,101.0,4,0,5,2,0,0
2022-05-06,UAE,0,,0,0,,0,210.0,4,0,5,2,0,0
2022-05-06,Australia,0,,0,0,,0,233.0,4,0,5,2,0,0
2022-05-07,USA,0,,0,0,,0,20.0,5,1,5,2,0,0
2022-05-07,UK,0,,0,0,,0,20.0,5,1,5,2,0,0
2022-05-07,Germany,0,,0,0,,0,149.0,5,1,5,2,0,0
2022-05-07,Canada,0,,0,0,,0,55.0,5,1,5,2,0,0
2022-05-07,India,0,,0,0,,0,100.0,5,1,5,2,0,0
2022-05-07,UAE,0,,0,0,,0,209.0,5,1,5,2,0,0
2022-05-07,Australia,0,,0,0,,0,232.0,5,1,5,2,0,0
2022-05-08,USA,0,,0,0,,0,19.0,6,1,5,2,0,0
2022-05-08,UK,0,,0,0,,0,19.0,6,1,5,2,0,0
2022-05-08,Germany,0,,0,0,,0,148.0,6,1,5,2,0,0
2022-05-08,Canada,0,,0,0,,0,54.0,6,1,5,2,0,0
2022-05-08,India,0,,0,0,,0,99.0,6,1,5,2,0,0
2022-05-08,UAE,0,,0,0,,0,208.0,6,1,5,2,0,0
2022-05-08,Australia,0,,0,0,,0,231.0,6,1,5,2,0,0
2022-05-09,USA,0,,0,0,,0,18.0,0,0,5,2,0,0
2022-05-09,UK,0,,0,0,,0,18.0,0,0,5,2,0,0
2022-05-09,Germany,0,,0,0,,0,147.0,0,0,5,2,0,0
2022-05-09,Canada,0,,0,0,,0,53.0,0,0,5,2,0,0
2022-05-09,India,0,,0,0,,0,98.0,0,0,5,2,0,0
2022-05-09,UAE,0,,0,0,,0,207.0,0,0,5,2,0,0
2022-05-09,Australia,0,,0,0,,0,230.0,0,0,5,2,0,0
2022-05-10,USA,0,,0,0,,0,17.0,1,0,5,2,0,0
2022-05-10,UK,0,,0,0,,0,17.0,1,0,5,2,0,0
2022-05-10,Germany,0,,0,0,,0,146.0,1,0,5,2,0,0
2022-05-10,Canada,0,,0,0,,0,52.0,1,0,5,2,0,0
2022-05-10,India,0,,0,0,,0,97.0,1,0,5,2,0,0
2022-05-10,UAE,0,,0,0,,0,206.0,1,0,5,2,0,0
2022-05-10,Australia,0,,0,0,,0,229.0,1,0,5,2,0,0
2022-05-11,USA,0,,0,0,,0,16.0,2,0,5,2,0,0
2022-05-11,UK,0,,0,0,,0,16.0,2,0,5,2,0,0
2022-05-11,Germany,0,,0,0,,0,145.0,2,0,5,2,0,0
2022-05-11,Canada,0,,0,0,,0,51.0,2,0,5,2,0,0
2022-05-11,India,0,,0,0,,0,96.0,2,0,5,2,0,0
2022-05-11,UAE,0,,0,0,,0,205.0,2,0,5,2,0,0
2022-05-11,Australia,0,,0,0,,0,228.0,2,0,5,2,0,0
2022-05-12,USA,0,,0,0,,0,15.0,3,0,5,2,0,0
2022-05-12,UK,0,,0,0,,0,15.0,3,0,5,2,0,0
2022-05-12,Germany,0,,0,0,,0,144.0,3,0,5,2,0,0
2022-05-12,Canada,0,,0,0,,0,50.0,3,0,5,2,0,0
2022-05-12,India,0,,0,0,,0,95.0,3,0,5,2,0,0
2022-05-12,UAE,0,,0,0,,0,204.0,3,0,5,2,0,0
2022-05-12,Australia,0,,0,0,,0,227.0,3,0,5,2,0,0
2022-05-13,USA,0,,0,0,,0,14.0,4,0,5,2,0,0
2022-05-13,UK,0,,0,0,,0,14.0,4,0,5,2,0,0
2022-05-13,Germany,0,,0,0,,0,143.0,4,0,5,2,0,0
2022-05-13,Canada,0,,0,0,,0,49.0,4,0,5,2,0,0
2022-05-13,India,0,,0,0,,0,94.0,4,0,5,2,0,0
2022-05-13,UAE,0,,0,0,,0,203.0,4,0,5,2,0,0
2022-05-13,Australia,0,,0,0,,0,226.0,4,0,5,2,0,0
2022-05-14,USA,0,,0,0,,0,13.0,5,1,5,2,0,0
2022-05-14,UK,0,,0,0,,0,13.0,5,1,5,2,0,0
2022-05-14,Germany,0,,0,0,,0,142.0,5,1,5,2,0,0
2022-05-14,Canada,0,,0,0,,0,48.0,5,1,5,2,0,0
2022-05-14,India,0,,0,0,,0,93.0,5,1,5,2,0,0
2022-05-14,UAE,0,,0,0,,0,202.0,5,1,5,2,0,0
2022-05-14,Australia,0,,0,0,,0,225.0,5,1,5,2,0,0
2022-05-15,USA,0,,0,0,,0,12.0,6,1,5,2,0,0
2022-05-15,UK,0,,0,0,,0,12.0,6,1,5,2,0,0
2022-05-15,Germany,0,,0,0,,0,141.0,6,1,5,2,0,0
2022-05-15,Canada,0,,0,0,,0,47.0,6,1,5,2,0,0
2022-05-15,India,0,,0,0,,0,92.0,6,1,5,2,0,0
2022-05-15,UAE,0,,0,0,,0,201.0,6,1,5,2,0,0
2022-05-15,Australia,0,,0,0,,0,224.0,6,1,5,2,0,0
2022-05-16,USA,0,,0,0,,0,11.0,0,0,5,2,0,0
2022-05-16,UK,0,,0,0,,0,11.0,0,0,5,2,0,0
2022-05-16,Germany,0,,0,0,,0,140.0,0,0,5,2,0,0
2022-05-16,Canada,0,,0,0,,0,46.0,0,0,5,2,0,0
2022-05-16,India,0,,0,0,,0,91.0,0,0,5,2,0,0
2022-05-16,UAE,0,,0,0,,0,200.0,0,0,5,2,0,0
2022-05-16,Australia,0,,0,0,,0,223.0,0,0,5,2,0,0
2022-05-17,USA,0,,0,0,,0,10.0,1,0,5,2,0,0
2022-05-17,UK,0,,0,0,,0,10.0,1,0,5,2,0,0
2022-05-17,Germany,0,,0,0,,0,139.0,1,0,5,2,0,0
2022-05-17,Canada,0,,0,0,,0,45.0,1,0,5,2,0,0
2022-05-17,India,0,,0,0,,0,90.0,1,0,5,2,0,0
2022-05-17,UAE,0,,0,0,,0,199.0,1,0,5,2,0,0
2022-05-17,Australia,0,,0,0,,0,222.0,1,0,5,2,0,0
2022-05-18,USA,0,,0,0,,0,9.0,2,0,5,2,0,0
2022-05-18,UK,0,,0,0,,0,9.0,2,0,5,2,0,0
2022-05-18,Germany,0,,0,0,,0,138.0,2,0,5,2,0,0
2022-05-18,Canada,0,,0,0,,0,44.0,2,0,5,2,0,0
2022-05-18,India,0,,0,0,,0,89.0,2,0,5,2,0,0
2022-05-18,UAE,0,,0,0,,0,198.0,2,0,5,2,0,0
2022-05-18,Australia,0,,0,0,,0,221.0,2,0,5,2,0,0
2022-05-19,USA,0,,0,0,,0,8.0,3,0,5,2,0,0
2022-05-19,UK,0,,0,0,,0,8.0,3,0,5,2,0,0
2022-05-19,Germany,0,,0,0,,0,137.0,3,0,5,2,0,0
2022-05-19,Canada,0,,0,0,,0,43.0,3,0,5,2,0,0
2022-05-19,India,0,,0,0,,0,88.0,3,0,5,2,0,0
2022-05-19,UAE,0,,0,0,,0,197.0,3,0,5,2,0,0
2022-05-19,Australia,0,,0,0,,0,220.0,3,0,5,2,0,0
2022-05-20,USA,0,,0,0,,0,7.0,4,0,5,2,0,0
2022-05-20,UK,0,,0,0,,0,7.0,4,0,5,2,0,0
2022-05-20,Germany,0,,0,0,,0,136.0,4,0,5,2,0,0
2022-05-20,Canada,0,,0,0,,0,42.0,4,0,5,2,0,0
2022-05-20,India,0,,0,0,,0,87.0,4,0,5,2,0,0
2022-05-20,UAE,0,,0,0,,0,196.0,4,0,5,2,0,0
2022-05-20,Australia,0,,0,0,,0,219.0,4,0,5,2,0,0
2022-05-21,USA,0,,0,0,,0,6.0,5,1,5,2,0,0
2022-05-21,UK,0,,0,0,,0,6.0,5,1,5,2,0,0
2022-05-21,Germany,0,,0,0,,0,135.0,5,1,5,2,0,0
2022-05-21,Canada,0,,0,0,,0,41.0,5,1,5,2,0,0
2022-05-21,India,0,,0,0,,0,86.0,5,1,5,2,0,0
2022-05-21,UAE,0,,0,0,,0,195.0,5,1,5,2,0,0
2022-05-21,Australia,0,,0,0,,0,218.0,5,1,5,2,0,0
2022-05-22,USA,0,,0,0,,0,5.0,6,1,5,2,0,0
2022-05-22,UK,0,,0,0,,0,5.0,6,1,5,2,0,0
2022-05-22,Germany,0,,0,0,,0,134.0,6,1,5,2,0,0
2022-05-22,Canada,0,,0,0,,0,40.0,6,1,5,2,0,0
2022-05-22,India,0,,0,0,,0,85.0,6,1,5,2,0,0
2022-05-22,UAE,0,,0,0,,0,194.0,6,1,5,2,0,0
2022-05-22,Australia,0,,0,0,,0,217.0,6,1,5,2,0,0
2022-05-23,USA,0,,0,0,,0,4.0,0,0,5,2,0,0
2022-05-23,UK,0,,0,0,,0,4.0,0,0,5,2,0,0
2022-05-23,Germany,0,,0,0,,0,133.0,0,0,5,2,0,0
2022-05-23,Canada,0,,0,0,,0,39.0,0,0,5,2,0,0
2022-05-23,India,0,,0,0,,0,84.0,0,0,5,2,0,0
2022-05-23,UAE,0,,0,0,,0,193.0,0,0,5,2,0,0
2022-05-23,Australia,0,,0,0,,0,216.0,0,0,5,2,0,0
2022-05-24,USA,0,,0,0,,0,3.0,1,0,5,2,0,0
2022-05-24,UK,0,,0,0,,0,3.0,1,0,5,2,0,0
2022-05-24,Germany,0,,0,0,,0,132.0,1,0,5,2,0,0
2022-05-24,Canada,0,,0,0,,0,38.0,1,0,5,2,0,0
2022-05-24,India,0,,0,0,,0,83.0,1,0,5,2,0,0
2022-05-24,UAE,0,,0,0,,0,192.0,1,0,5,2,0,0
2022-05-24,Australia,0,,0,0,,0,215.0,1,0,5,2,0,0
2022-05-25,USA,0,,0,0,,0,2.0,2,0,5,2,0,0
2022-05-25,UK,0,,0,0,,0,2.0,2,0,5,2,0,0
2022-05-25,Germany,0,,0,0,,0,131.0,2,0,5,2,0,0
2022-05-25,Canada,0,,0,0,,0,37.0,2,0,5,2,0,0
2022-05-25,India,0,,0,0,,0,82.0,2,0,5,2,0,0
2022-05-25,UAE,0,,0,0,,0,191.0,2,0,5,2,0,0
2022-05-25,Australia,0,,0,0,,0,214.0,2,0,5,2,0,0
2022-05-26,USA,0,,0,0,,0,1.0,3,0,5,2,0,0
2022-05-26,UK,0,,0,0,,0,1.0,3,0,5,2,0,0
2022-05-26,Germany,0,,0,0,,0,130.0,3,0,5,2,0,0
2022-05-26,Canada,0,,0,0,,0,36.0,3,0,5,2,0,0
2022-05-26,India,0,,0,0,,0,81.0,3,0,5,2,0,0
2022-05-26,UAE,0,,0,0,,0,190.0,3,0,5,2,0,0
2022-05-26,Australia,0,,0,0,,0,213.0,3,0,5,2,0,0
2022-05-27,USA,1,,0,0,,0,38.0,4,0,5,2,0,0
2022-05-27,UK,1,,0,0,,0,91.0,4,0,5,2,0,0
2022-05-27,Germany,0,,0,0,,0,129.0,4,0,5,2,0,0
2022-05-27,Canada,0,,0,0,,0,35.0,4,0,5,2,0,0
2022-05-27,India,0,,0,0,,0,80.0,4,0,5,2,0,0
2022-05-27,UAE,0,,0,0,,0,189.0,4,0,5,2,0,0
2022-05-27,Australia,0,,0,0,,0,212.0,4,0,5,2,0,0
2022-05-28,USA,0,,0,0,,0,37.0,5,1,5,2,0,1
2022-05-28,UK,0,,0,0,,0,90.0,5,1,5,2,0,1
2022-05-28,Germany,0,,0,0,,0,128.0,5,1,5,2,0,1
2022-05-28,Canada,0,,0,0,,0,34.0,5,1,5,2,0,1
2022-05-28,India,0,,0,0,,0,79.0,5,1,5,2,0,1
2022-05-28,UAE,0,,0,0,,0,188.0,5,1,5,2,0,1
2022-05-28,Australia,0,,0,0,,0,211.0,5,1,5,2,0,1
2022-05-29,USA,0,,0,0,,0,36.0,6,1,5,2,0,1
2022-05-29,UK,0,,0,0,,0,89.0,6,1,5,2,0,1
2022-05-29,Germany,0,,0,0,,0,127.0,6,1,5,2,0,1
2022-05-29,Canada,0,,0,0,,0,33.0,6,1,5,2,0,1
2022-05-29,India,0,,0,0,,0,78.0,6,1,5,2,0,1
2022-05-29,UAE,0,,0,0,,0,187.0,6,1,5,2,0,1
2022-05-29,Australia,0,,0,0,,0,210.0,6,1,5,2,0,1
2022-05-30,USA,0,,0,0,,0,35.0,0,0,5,2,0,1
2022-05-30,UK,0,,0,0,,0,88.0,0,0,5,2,0,1
2022-05-30,Germany,0,,0,0,,0,126.0,0,0,5,2,0,1
2022-05-30,Canada,0,,0,0,,0,32.0,0,0,5,2,0,1
2022-05-30,India,0,,0,0,,0,77.0,0,0,5,2,0,1
2022-05-30,UAE,0,,0,0,,0,186.0,0,0,5,2,0,1
2022-05-30,Australia,0,,0,0,,0,209.0,0,0,5,2,0,1
2022-05-31,USA,0,,0,0,,0,34.0,1,0,5,2,0,1
2022-05-31,UK,0,,0,0,,0,87.0,1,0,5,2,0,1
2022-05-31,Germany,0,,0,0,,0,125.0,1,0,5,2,0,1
2022-05-31,Canada,0,,0,0,,0,31.0,1,0,5,2,0,1
2022-05-31,India,0,,0,0,,0,76.0,1,0,5,2,0,1
2022-05-31,UAE,0,,0,0,,0,185.0,1,0,5,2,0,1
2022-05-31,Australia,0,,0,0,,0,208.0,1,0,5,2,0,1
2022-06-01,USA,0,,0,0,,0,33.0,2,0,6,2,1,0
2022-06-01,UK,0,,0,0,,0,86.0,2,0,6,2,1,0
2022-06-01,Germany,0,,0,0,,0,124.0,2,0,6,2,1,0
2022-06-01,Canada,0,,0,0,,0,30.0,2,0,6,2,1,0
2022-06-01,India,0,,0,0,,0,75.0,2,0,6,2,1,0
2022-06-01,UAE,0,,0,0,,0,184.0,2,0,6,2,1,0
2022-06-01,Australia,0,,0,0,,0,207.0,2,0,6,2,1,0
2022-06-02,USA,0,,0,0,,0,32.0,3,0,6,2,1,0
2022-06-02,UK,0,,0,0,,0,85.0,3,0,6,2,1,0
2022-06-02,Germany,0,,0,0,,0,123.0,3,0,6,2,1,0
2022-06-02,Canada,0,,0,0,,0,29.0,3,0,6,2,1,0
2022-06-02,India,0,,0,0,,0,74.0,3,0,6,2,1,0
2022-06-02,UAE,0,,0,0,,0,183.0,3,0,6,2,1,0
2022-06-02,Australia,0,,0,0,,0,206.0,3,0,6,2,1,0
2022-06-03,USA,0,,0,0,,0,31.0,4,0,6,2,1,0
2022-06-03,UK,0,,0,0,,0,84.0,4,0,6,2,1,0
2022-06-03,Germany,0,,0,0,,0,122.0,4,0,6,2,1,0
2022-06-03,Canada,0,,0,0,,0,28.0,4,0,6,2,1,0
2022-06-03,India,0,,0,0,,0,73.0,4,0,6,2,1,0
2022-06-03,UAE,0,,0,0,,0,182.0,4,0,6,2,1,0
2022-06-03,Australia,0,,0,0,,0,205.0,4,0,6,2,1,0
2022-06-04,USA,0,,0,0,,0,30.0,5,1,6,2,0,0
2022-06-04,UK,0,,0,0,,0,83.0,5,1,6,2,0,0
2022-06-04,Germany,0,,0,0,,0,121.0,5,1,6,2,0,0
2022-06-04,Canada,0,,0,0,,0,27.0,5,1,6,2,0,0
2022-06-04,India,0,,0,0,,0,72.0,5,1,6,2,0,0
2022-06-04,UAE,0,,0,0,,0,181.0,5,1,6,2,0,0
2022-06-04,Australia,0,,0,0,,0,204.0,5,1,6,2,0,0
2022-06-05,USA,0,,0,0,,0,29.0,6,1,6,2,0,0
2022-06-05,UK,0,,0,0,,0,82.0,6,1,6,2,0,0
2022-06-05,Germany,0,,0,0,,0,120.0,6,1,6,2,0,0
2022-06-05,Canada,0,,0,0,,0,26.0,6,1,6,2,0,0
2022-06-05,India,0,,0,0,,0,71.0,6,1,6,2,0,0
2022-06-05,UAE,0,,0,0,,0,180.0,6,1,6,2,0,0
2022-06-05,Australia,0,,0,0,,0,203.0,6,1,6,2,0,0
2022-06-06,USA,0,,0,0,,0,28.0,0,0,6,2,0,0
2022-06-06,UK,0,,0,0,,0,81.0,0,0,6,2,0,0
2022-06-06,Germany,0,,0,0,,0,119.0,0,0,6,2,0,0
2022-06-06,Canada,0,,0,0,,0,25.0,0,0,6,2,0,0
2022-06-06,India,0,,0,0,,0,70.0,0,0,6,2,0,0
2022-06-06,UAE,0,,0,0,,0,179.0,0,0,6,2,0,0
2022-06-06,Australia,0,,0,0,,0,202.0,0,0,6,2,0,0
2022-06-07,USA,0,,0,0,,0,27.0,1,0,6,2,0,0
2022-06-07,UK,0,,0,0,,0,80.0,1,0,6,2,0,0
2022-06-07,Germany,0,,0,0,,0,118.0,1,0,6,2,0,0
2022-06-07,Canada,0,,0,0,,0,24.0,1,0,6,2,0,0
2022-06-07,India,0,,0,0,,0,69.0,1,0,6,2,0,0
2022-06-07,UAE,0,,0,0,,0,178.0,1,0,6,2,0,0
2022-06-07,Australia,0,,0,0,,0,201.0,1,0,6,2,0,0
2022-06-08,USA,0,,0,0,,0,26.0,2,0,6,2,0,0
2022-06-08,UK,0,,0,0,,0,79.0,2,0,6,2,0,0
2022-06-08,Germany,0,,0,0,,0,117.0,2,0,6,2,0,0
2022-06-08,Canada,0,,0,0,,0,23.0,2,0,6,2,0,0
2022-06-08,India,0,,0,0,,0,68.0,2,0,6,2,0,0
2022-06-08,UAE,0,,0,0,,0,177.0,2,0,6,2,0,0
2022-06-08,Australia,0,,0,0,,0,200.0,2,0,6,2,0,0
2022-06-09,USA,0,,0,0,,0,25.0,3,0,6,2,0,0
2022-06-09,UK,0,,0,0,,0,78.0,3,0,6,2,0,0
2022-06-09,Germany,0,,0,0,,0,116.0,3,0,6,2,0,0
2022-06-09,Canada,0,,0,0,,0,22.0,3,0,6,2,0,0
2022-06-09,India,0,,0,0,,0,67.0,3,0,6,2,0,0
2022-06-09,UAE,0,,0,0,,0,176.0,3,0,6,2,0,0
2022-06-09,Australia,0,,0,0,,0,199.0,3,0,6,2,0,0
2022-06-10,USA,0,,0,0,,0,24.0,4,0,6,2,0,0
2022-06-10,UK,0,,0,0,,0,77.0,4,0,6,2,0,0
2022-06-10,Germany,0,,0,0,,0,115.0,4,0,6,2,0,0
2022-06-10,Canada,0,,0,0,,0,21.0,4,0,6,2,0,0
2022-06-10,India,0,,0,0,,0,66.0,4,0,6,2,0,0
2022-06-10,UAE,0,,0,0,,0,175.0,4,0,6,2,0,0
2022-06-10,Australia,0,,0,0,,0,198.0,4,0,6,2,0,0
2022-06-11,USA,0,,0,0,,0,23.0,5,1,6,2,0,0
2022-06-11,UK,0,,0,0,,0,76.0,5,1,6,2,0,0
2022-06-11,Germany,0,,0,0,,0,114.0,5,1,6,2,0,0
2022-06-11,Canada,0,,0,0,,0,20.0,5,1,6,2,0,0
2022-06-11,India,0,,0,0,,0,65.0,5,1,6,2,0,0
2022-06-11,UAE,0,,0,0,,0,174.0,5,1,6,2,0,0
2022-06-11,Australia,0,,0,0,,0,197.0,5,1,6,2,0,0
2022-06-12,USA,0,,0,0,,0,22.0,6,1,6,2,0,0
2022-06-12,UK,0,,0,0,,0,75.0,6,1,6,2,0,0
2022-06-12,Germany,0,,0,0,,0,113.0,6,1,6,2,0,0
2022-06-12,Canada,0,,0,0,,0,19.0,6,1,6,2,0,0
2022-06-12,India,0,,0,0,,0,64.0,6,1,6,2,0,0
2022-06-12,UAE,0,,0,0,,0,173.0,6,1,6,2,0,0
2022-06-12,Australia,0,,0,0,,0,196.0,6,1,6,2,0,0
2022-06-13,USA,0,,0,0,,0,21.0,0,0,6,2,0,0
2022-06-13,UK,0,,0,0,,0,74.0,0,0,6,2,0,0
2022-06-13,Germany,0,,0,0,,0,112.0,0,0,6,2,0,0
2022-06-13,Canada,0,,0,0,,0,18.0,0,0,6,2,0,0
2022-06-13,India,0,,0,0,,0,63.0,0,0,6,2,0,0
2022-06-13,UAE,0,,0,0,,0,172.0,0,0,6,2,0,0
2022-06-13,Australia,0,,0,0,,0,195.0,0,0,6,2,0,0
2022-06-14,USA,0,,0,0,,0,20.0,1,0,6,2,0,0
2022-06-14,UK,0,,0,0,,0,73.0,1,0,6,2,0,0
2022-06-14,Germany,0,,0,0,,0,111.0,1,0,6,2,0,0
2022-06-14,Canada,0,,0,0,,0,17.0,1,0,6,2,0,0
2022-06-14,India,0,,0,0,,0,62.0,1,0,6,2,0,0
2022-06-14,UAE,0,,0,0,,0,171.0,1,0,6,2,0,0
2022-06-14,Australia,0,,0,0,,0,194.0,1,0,6,2,0,0
2022-06-15,USA,0,Summer Sales,2,1,,0,19.0,2,0,6,2,0,0
2022-06-15,UK,0,Summer Sales,2,1,,0,72.0,2,0,6,2,0,0
2022-06-15,Germany,0,Summer Sales,2,1,,0,110.0,2,0,6,2,0,0
2022-06-15,Canada,0,Summer Sales,2,1,,0,16.0,2,0,6,2,0,0
2022-06-15,India,0,Summer Sales,2,1,,0,61.0,2,0,6,2,0,0
2022-06-15,UAE,0,Summer Sales,2,1,,0,170.0,2,0,6,2,0,0
2022-06-15,Australia,0,Summer Sales,2,1,,0,193.0,2,0,6,2,0,0
2022-06-16,USA,0,Summer Sales,2,1,,0,18.0,3,0,6,2,0,0
2022-06-16,UK,0,Summer Sales,2,1,,0,71.0,3,0,6,2,0,0
2022-06-16,Germany,0,Summer Sales,2,1,,0,109.0,3,0,6,2,0,0
2022-06-16,Canada,0,Summer Sales,2,1,,0,15.0,3,0,6,2,0,0
2022-06-16,India,0,Summer Sales,2,1,,0,60.0,3,0,6,2,0,0
2022-06-16,UAE,0,Summer Sales,2,1,,0,169.0,3,0,6,2,0,0
2022-06-16,Australia,0,Summer Sales,2,1,,0,192.0,3,0,6,2,0,0
2022-06-17,USA,0,Summer Sales,2,1,,0,17.0,4,0,6,2,0,0
2022-06-17,UK,0,Summer Sales,2,1,,0,70.0,4,0,6,2,0,0
2022-06-17,Germany,0,Summer Sales,2,1,,0,108.0,4,0,6,2,0,0
2022-06-17,Canada,0,Summer Sales,2,1,,0,14.0,4,0,6,2,0,0
2022-06-17,India,0,Summer Sales,2,1,,0,59.0,4,0,6,2,0,0
2022-06-17,UAE,0,Summer Sales,2,1,,0,168.0,4,0,6,2,0,0
2022-06-17,Australia,0,Summer Sales,2,1,,0,191.0,4,0,6,2,0,0
2022-06-18,USA,0,Summer Sales,2,1,,0,16.0,5,1,6,2,0,0
2022-06-18,UK,0,Summer Sales,2,1,,0,69.0,5,1,6,2,0,0
2022-06-18,Germany,0,Summer Sales,2,1,,0,107.0,5,1,6,2,0,0
2022-06-18,Canada,0,Summer Sales,2,1,,0,13.0,5,1,6,2,0,0
2022-06-18,India,0,Summer Sales,2,1,,0,58.0,5,1,6,2,0,0
2022-06-18,UAE,0,Summer Sales,2,1,,0,167.0,5,1,6,2,0,0
2022-06-18,Australia,0,Summer Sales,2,1,,0,190.0,5,1,6,2,0,0
2022-06-19,USA,0,Summer Sales,2,1,,0,15.0,6,1,6,2,0,0
2022-06-19,UK,0,Summer Sales,2,1,,0,68.0,6,1,6,2,0,0
2022-06-19,Germany,0,Summer Sales,2,1,,0,106.0,6,1,6,2,0,0
2022-06-19,Canada,0,Summer Sales,2,1,,0,12.0,6,1,6,2,0,0
2022-06-19,India,0,Summer Sales,2,1,,0,57.0,6,1,6,2,0,0
2022-06-19,UAE,0,Summer Sales,2,1,,0,166.0,6,1,6,2,0,0
2022-06-19,Australia,0,Summer Sales,2,1,,0,189.0,6,1,6,2,0,0
2022-06-20,USA,0,Summer Sales,2,1,,0,14.0,0,0,6,2,0,0
2022-06-20,UK,0,Summer Sales,2,1,,0,67.0,0,0,6,2,0,0
2022-06-20,Germany,0,Summer Sales,2,1,,0,105.0,0,0,6,2,0,0
2022-06-20,Canada,0,Summer Sales,2,1,,0,11.0,0,0,6,2,0,0
2022-06-20,India,0,Summer Sales,2,1,,0,56.0,0,0,6,2,0,0
2022-06-20,UAE,0,Summer Sales,2,1,,0,165.0,0,0,6,2,0,0
2022-06-20,Australia,0,Summer Sales,2,1,,0,188.0,0,0,6,2,0,0
2022-06-21,USA,0,Summer Sales,2,1,,0,13.0,1,0,6,2,0,0
2022-06-21,UK,0,Summer Sales,2,1,,0,66.0,1,0,6,2,0,0
2022-06-21,Germany,0,Summer Sales,2,1,,0,104.0,1,0,6,2,0,0
2022-06-21,Canada,0,Summer Sales,2,1,,0,10.0,1,0,6,2,0,0
2022-06-21,India,0,Summer Sales,2,1,,0,55.0,1,0,6,2,0,0
2022-06-21,UAE,0,Summer Sales,2,1,,0,164.0,1,0,6,2,0,0
2022-06-21,Australia,0,Summer Sales,2,1,,0,187.0,1,0,6,2,0,0
2022-06-22,USA,0,Summer Sales,2,1,,0,12.0,2,0,6,2,0,0
2022-06-22,UK,0,Summer Sales,2,1,,0,65.0,2,0,6,2,0,0
